ツイートID,ツイート時刻,ツイート本文,いいね数,リツイート数,ID,ユーザー名,アカウント名,自己紹介文,フォロー数,フォロワー数,アカウント作成日時,自分のフォロー状況,アイコン画像URL,ヘッダー画像URL,WEBサイト
1621132587556286465,2023-02-02_22:05:02,"@kbakky3 ばきこちゃん世代はどうかは分かりませんが、私の世代だと恵方巻き🍣やハロウィン🎃いりませんね。

あとこの歳になると、もうバレンタインデー💝🍫もいらないかな!?",1,0,1633099219,sasa_and_toshi,ささとし🦁🍜,"基本的にInstagramをメインにSNS活動してます。
 
インスタアカウント
@sasa_and_toshi
@fukurou_san
（🦉Twitterの同名アカウントは私ではありません…）

🍜投稿多め
気まぐれで風景や花の写真🌊⛰️🌹📷️

気になったリツィートも少々",331,347,2013-07-30_23:39:36,False,http://pbs.twimg.com/profile_images/1562770964395757574/3VR7u91J_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621132587254292485,2023-02-02_22:05:02,"RT @KimKangKwon903: 今日もルセラの皆さんが大好きです。

どんな時も""会えることが当たり前""だとは思っていないので、与えてもらった一つ一つの時間を大切に、全力の愛と共に過ごしたいと思います。

明日は地獄の恵方巻きDAYなんですが、死ぬ気で社畜頑張れます🍣🐟…",0,19,1247090767715119104,chaekimw0n,ssam,chaewon's no.1 biggest fan || mostly #LE_SSERAFIM #JessicaJung || also likes Vtuber,2515,2121,2020-04-06_18:16:41,False,http://pbs.twimg.com/profile_images/1610164732325134339/Elm6RUiM_normal.jpg,,https://t.co/tAZLeNqRAn
1621132575296344064,2023-02-02_22:04:59,"@marchan39606803 @orange_ydeji 節分すら気にしてなかった💦
でも恵方巻きはちょっと気になってた。いつなのかなってo(*^▽^*)oｴﾍﾍ!イコール節分だったね🥰",6,0,1427467673613389824,sumomo59065659,sumomo🍑今年は背筋を伸ばして健康第一👤💭,無言フォローをお許し下さい。Rock 、Jazz好き。 空、花の写真を撮るのが好き。珈琲が好き、万年筆で文字を書くのが好き。 読書・映画好き、猫が好き…なおばちゃんです。 Apple製品好き（買えないけれど😥）Twitter超初心者です（2022/6月～）,99,100,2021-08-17_12:10:00,False,http://pbs.twimg.com/profile_images/1562744587609075712/J_l8i0vL_normal.jpg,,
1621132564818980864,2023-02-02_22:04:57,RT @kitsunesama2021: 断言しますが、今すぐ”節分”のことを勉強して下さい。開運したいからって”思考停止”で恵方巻き食べてちゃダメ。①翌日の立春は”革命”を意味する水瓶座のエネルギーが降り注ぐ②2月4日までに今年の目標を立てて③今月中に少しでもいいから行動！運…,0,294,1617622332885078016,y2NuWCnsgtV99EK,amie,,45,13,2023-01-24_05:37:17,False,http://pbs.twimg.com/profile_images/1618277055791259655/-oPjdXx1_normal.jpg,,
1621132564273700866,2023-02-02_22:04:57,"明日節分？？
恵方巻き買ってないやん",0,0,1600046149553250304,nut_illust,黒ごまパン,,13,11,2022-12-06_17:35:13,False,http://pbs.twimg.com/profile_images/1600063867375489025/90uICjJR_normal.jpg,,
1621132551124549633,2023-02-02_22:04:54,明日は節分なので恵方巻きを買ってきた(ミーハー),1,0,112423471,toinisuti,toinisuti(nao),懸賞RT。筋トレエンジョイ勢。意識の低い飯テロツイートを心がけてます。note (https://t.co/3BEtJ5t8Lc),1507,449,2010-02-08_21:59:40,False,http://pbs.twimg.com/profile_images/1512566555585892361/M8SM-6rl_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621132543558037506,2023-02-02_22:04:52,"RT @ono_atsuko12: 今日のデザートは先日沖縄の叔母が送ってくれたブルーシールのパーティーチョコアイスでした☺️🍨✨
昔から冷たいアイスと熱々の紅茶を一緒にいただくのが大好きです🫖💕
明日は節分ですね👹
皆さんの好きな恵方巻きの具材は何ですか？😊
#沖縄　#アイス…",0,95,274404303,Ets_m,MAENO404,絵本とETV、お笑い好きの8歳1歳兄弟の母。テレビ、育児、生活、政治etc…。ふたりのロッテ、みどりのゆび、Ｍ．Ｗ．ブラウン、E.ケストナー。 オードリー、グループ魂、星野源、DOUBLE K.O.corporation周辺好き。観劇とライブに憧れる日々。,557,217,2011-03-30_16:27:04,False,http://pbs.twimg.com/profile_images/689460054735454208/0JJIa1LY_normal.jpg,http://abs.twimg.com/images/themes/theme4/bg.gif,
1621132542182330376,2023-02-02_22:04:51,明日は節分👹今年は去年以上に気合を入れて成長しようと目論んでいるので少し奮発して良さげな恵方巻きを購入しようと思う 仕事帰りに大丸かな？,34,0,1222743226127286272,fakefakegirls2,ゆー,23社畜ニ年目 webメディア関係,146,4696,2020-01-30_13:48:10,False,http://pbs.twimg.com/profile_images/1472010746938929154/0dNuvi8Q_normal.jpg,,
1621132539850268673,2023-02-02_22:04:51,うちは季節のイベントはわりとなんちゃってなのでもう恵方巻き食いましたw太巻きといえば戦乱カグラ！途中までしか見てないよう（心が邪）,0,0,211376660,naco_h_8075,なこ🍫テレフォンブースver.2.3.4,心身共に弱めな半端オタク、時々電話ボックス。ちょっと視点ズレてるよ。今のところ雑多垢、ナマモノ注意。特に虫注意。今はうたわれるものと藤原啓治さんを追って（？）ます。ロスフラを齧り始めたがじがじ。時々大量に喋る。無言フォロー失礼しまーす。くるっぷhttps://t.co/3skAmT3C9N,478,106,2010-11-03_11:27:20,False,http://pbs.twimg.com/profile_images/1606850188819468288/1HI5HQnp_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621132538998820867,2023-02-02_22:04:51,"特の骨喰藤四郎くんは 豆まきは厄祓い行為と説明を受けており 鬼は外も福は内も完全に言わされておりますが
極の骨喰藤四郎くんは もう全部知っているので これは行事で このあと豆を食べることも おいしい恵方巻きの準備があることも これから暖かい春が来ることも なので声が若干嬉しそうなんですね",7,0,939645489175085056,Ronron99515,ろんろね,主に脇差兄弟のオタク‼️ 成人済です‼️無言フォローごめんなさい‼️,240,128,2017-12-10_08:58:37,False,http://pbs.twimg.com/profile_images/1596668972304252929/bLU2VZDk_normal.jpg,,
1621132537195274240,2023-02-02_22:04:50,"回る寿司騒動を通し、考えついた答えは

非難する訳でもなく
寿司屋を応援する訳でもなく
相変わらず恵方巻きをdisり

それなりに、
しっかりとした寿司屋に食べに行くか
ロイヤルホストに行く

ということだよ。",1,0,1495794645733113857,ninoudejack,ジャック,よしなに,1443,56,2022-02-22_01:16:57,False,http://pbs.twimg.com/profile_images/1579025642892718080/g__giMyz_normal.jpg,,
1621132526155874304,2023-02-02_22:04:48,"RT @hayao__0O: 好きポイント
①あまりにも恵方巻きがデカい
②巻きすが左右ですこしズレている
③巻きすに沿ってすこし恵方巻きが反っている
④具が各々はみ出ている
⑤すごい眩しいかわいいドヤ顔
⑥きちんとエプロンをしている
⑦「もちろん、これはｵﾚ1人で全部食べます…",0,626,245672166,tsubasa_moon,ちーちゃん🍀,漫画とアニメとゲームと絵描きを楽しむ成人済ヲタク(自称)/メインはとうらぶ・サイスタ/刀さに/どるぴ/越境/男女カプ好き/人生は一期一会,280,129,2011-02-01_15:19:46,False,http://pbs.twimg.com/profile_images/1509170397765595138/q0f0tjob_normal.jpg,http://abs.twimg.com/images/themes/theme4/bg.gif,https://t.co/fu9TRmx5zj
1621132525732265984,2023-02-02_22:04:47,"RT @Sushi_sapo: 👹2/3は節分👹
⚠️こちらの素材利用予定の方はRTお願いします‼️⚠️

配信、動画、サムネや着せ替え・他素材様との組み合わせ可♪
是非クレジットや使用報告あるとhappy

🥳フォロワー限定無料衣装も有り♪
胸部格差社会鬼っ娘衣装や豆投げに落…",0,354,1424279148961288196,lchmagKatzen,まぁちゃん,"気がむいた時に落書きしてます
指で描いてる(スマホアプリ)なので、雑なのはおおめにみてねw",88,55,2021-08-08_17:00:24,False,http://pbs.twimg.com/profile_images/1579492337637474304/vEtOQ2KY_normal.jpg,,
1621132525526712320,2023-02-02_22:04:47,恵方巻き明日？,0,0,1474319606,fkuyroaueka,ふらえ,20↑ 夢 腐 雑多になんでも好き すぐ空リプする 最近はtwstとenst にじさんじの話ばかり と思いきやどうでもいい事しか呟いてない,441,198,2013-06-01_18:57:25,False,http://pbs.twimg.com/profile_images/1517593804554989568/zWWOpAAy_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/7Dt8uPEsfx
1621132524272648193,2023-02-02_22:04:47,"RT @maimai206366489: 🍀今日も元気に毎日500🍀304日目

　　　　　👇条件👇

👤私のフォロー➕このツイRT🔄

　　　⏰2月3日21時頃〆⏰

　　　　　明日は節分👹
　　娘保育園行けるといいけど🥺
1人でゆっくり買い物やら支払いやら済ませて恵方巻きも…",0,309,822685402498641921,17channnnn,ぴえばぶ📛は3月まで控えめ,💋 @cha___03_ ￤🌷 @06ru____ ￤🐰@___Usa7 ￤元夜職￤保育士￤Dior ￤荒野￤#ぴえ誕専用タグ。 #ゼフfam。 #teamぱんつぅ。サブ垢→@l_pqp  #𝓽𝓮𝓪𝓶色恋軍団,16818,32789,2017-01-21_15:00:59,False,http://pbs.twimg.com/profile_images/1582692776013365253/dxmsytJe_normal.jpg,,https://t.co/iZQWBzDYtC
1621132519717609472,2023-02-02_22:04:46,明日は恵方巻きか。海鮮系のを迂闊に選ぶと海老が入ってたりするので気をつけなければならない...（死,0,0,964420579703980033,nagi_sg_,なぎ,"ゲームと日常の話。
マンガ・アニメ・ドラマ等の感想専用垢はこちら→ @nagi_am_",131,114,2018-02-16_17:45:59,False,http://pbs.twimg.com/profile_images/1598280782967033857/h71EUuGX_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621132519545667585,2023-02-02_22:04:46,お客さんから恵方巻きもろた,6,0,1217915126491144192,orengi_xoxoxo,Kaede🍁,24歳。東京生まれ育ち▶︎大阪。ショート金髪。所属無し。何１つ大事にできないやつが何かを守れる訳がない。厳選垢🍁▶︎@h_a0418,131,1223,2020-01-17_06:03:00,False,http://pbs.twimg.com/profile_images/1509138634498142209/cKDi6kIp_normal.jpg,,
1621132519134609408,2023-02-02_22:04:46,"関西の奇祭って認識だけどなぁ、恵方巻き。
コンビニが関東とかに広めたって認識だった。",1,0,87447988,rokka69,六花梨花,フリーの文章書き。ゲームのメッセージ作成、企画や設定、プロット、ライトノベル等。創作文芸同人サークル蓮玉兎代表。2009年頃までの別名義「とり」。贋のメサイア、風雷戦姫 神夢、寝取られプリンセス等。お仕事随時募集中。ご依頼等はお手数ですがDMやブログのメールフォームをご利用ください。→https://t.co/UFDTltZgZD,331,866,2009-11-04_23:17:11,False,http://pbs.twimg.com/profile_images/1471110581864124417/QtbqrFg5_normal.png,http://abs.twimg.com/images/themes/theme4/bg.gif,https://t.co/n6NmwZasBS
1621132513526841345,2023-02-02_22:04:45,"恵方巻きはキンパ オカンの韓国家庭料理 VOL.5 | 石川県金沢発、食と農業を追求するOPENSAUCEの食農メディア

んー美味しそう https://t.co/MF5XEMNy2O",0,0,45081883,sugim,Salam杉本PPMP,餃子🥟とナン🫓を愛する猫を被りたいニンゲン🐱 猫大好き。本物の猫👉🐈茶色二号/🐈‍⬛黒ケ玉（デカい）/🐈‍⬛黒もけもけ(本名 雲黒斎もけ太郎・デカい) 塩分警察。杉本が普段食べてるもの→ https://t.co/J30z9Gbf2o…  亡母の遺物で欲しいものあったら👉連絡,2255,1029,2009-06-06_15:18:38,False,http://pbs.twimg.com/profile_images/1611384285264752642/BujGdfDH_normal.jpg,http://abs.twimg.com/images/themes/theme4/bg.gif,
1621132508753702913,2023-02-02_22:04:43,@sukosuko_sukoya 恵方巻き買うか〜,0,0,711428125670834176,Arluqua518,アルルカ🍤 💉💘フライ,最推し2TOP「青木志貴リスナー」「健屋患者」にじさんじの沼にハマってるあと「チューリップ組」「性癖コンビ/Crossick」もだいすこ アクティブなオタクになりたい 妄想イラスト垢→ @Arluqua_sousaku,660,61,2016-03-20_14:44:17,False,http://pbs.twimg.com/profile_images/1371779216199458817/5NLyj-Au_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621132501287862273,2023-02-02_22:04:42,"明日は節分か！
恵方巻きかー。うーん",2,0,971532916365787137,pematso33,Saori,まずやってみる｜わぁい✨✨ってしている人｜いろいろ食べたいのに少食｜Webライター｜バナーデザイン｜SHElikes卒業｜ハンドメイドアクセサリーAtelier Phayul アトリエパユル｜チベット語とお笑い芸人さん好き,222,222,2018-03-08_08:47:52,False,http://pbs.twimg.com/profile_images/1607014830334169088/m3ktUJD8_normal.jpg,,https://t.co/sYEhAgV6jE
1621132500230873088,2023-02-02_22:04:41,RT @tyunnu_Z_N_kmt: 細かいことは置いといて、明日だね‼️恵方巻き大好きなんで。ポスターの絵見ながら描きました。 https://t.co/s7YbCkITqP,0,7,1433708371878678533,sora_kmt,そら,"とっくに20↑子持ち主婦👹に沼りお絵描き再開！⚡激推し💎⚡最推し❤基本⚡右固定、けど⚡🎀も好き😊⚡が愛されれば何でもいい雑食。トレス素材よく使う👹箱推し他ジャンルもたまに。日常も呟く雑多垢🤗スマホで指描き🤣無言フォロー失礼します。転載、使用、自作発言❌
大本命💎⚡垢はこちら→@Sora_uzn",249,271,2021-09-03_17:28:19,False,http://pbs.twimg.com/profile_images/1613557871576485890/ZqLrvUq3_normal.jpg,,https://t.co/Q3i439wOe4
1621132499077443588,2023-02-02_22:04:41,RT @jiji_images: 節分を前に、仙台うみの杜水族館では、アナゴの習性を生かした不思議な「恵方巻き」が展示されています。今年で４回目となる企画で、恵方巻きを模した筒は、飼育員の手作りだそうです。３１日、仙台市宮城野区。 #仙台うみの杜水族館 #恵方巻 #アナゴ ht…,0,2349,3094333495,c020128_iddm,ちひろ,iddm20年 1月A1c→8.9🥀 栄養士のたまご🥚(就職予定なし^_^)2023年は体調不良の年っぽい,1103,1209,2015-03-18_01:45:34,False,http://pbs.twimg.com/profile_images/1422944900559949824/E82pIQfm_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621132494723780609,2023-02-02_22:04:40,"そういえば明日は節分よ☝
みんなは鬼は外福は内やる？
とりあえず明日わしは外に出とこうか👹←
んで毎年スーパーに恵方巻きが大量に売られてて夜に行ったら結構な数余ってる説💧w
予約販売のみにすれば食品ロス対策になるのに…と毎回思う
因みに今年は南南東らしい
１本いっとく？( ´□`)ｱ~ﾝ🎶",2,0,1612632708894822400,s_e_a_god,ポセイドン🍥,"我は海の神なり🧜‍♂物心ついた時から海と友達で根っからの海好き🌊🐟🎣☠️トレーニーの扉を隙間から少し覗き中🏋‍♂👀(まだ開けてはないw)
業者と胡散臭いの以外は気軽にどうぞ✋😊あなたいつ寝てるの？とよく言われる垢✨昼夜逆転さん絶賛募集中🌃",104,79,2023-01-10_11:10:04,False,http://pbs.twimg.com/profile_images/1612635968674361344/oG_51iFk_normal.jpg,,
