ツイートID,ツイート時刻,ツイート本文,いいね数,リツイート数,ID,ユーザー名,アカウント名,自己紹介文,フォロー数,フォロワー数,アカウント作成日時,自分のフォロー状況,アイコン画像URL,ヘッダー画像URL,WEBサイト
1621369149841903618,2023-02-03_13:45:03,RT @Julius_Li: マシュマロ公式も凍結されてるって聞いて見に行ってみたらマジだ　盛り上がってきたな…… https://t.co/duBBCdLE26,0,10194,1003073374698926080,manaxs38,まな,20↑.雑多垢.【雑食.BL.GL.HL（NL）.夢.箱推し】❤︎S.C.NANA NET会員❤︎プロ診断→冬秋骨ストエレガントファッショナブル.呪/🍥/gntm/819/🎾/復活！/MHA/🚴（初期箱学）,415,104,2018-06-03_09:38:23,False,http://pbs.twimg.com/profile_images/1589155297985056768/Dw04y3bZ_normal.jpg,,https://t.co/agfC2lBeC3
1621369147090427904,2023-02-03_13:45:02,"@GMT_yoshi マシュマロに関しては流しすぎに注意くらいかと思われます。
(一定時間に何回も流すなど)
　現状の対策などに1番近そうなツイートをしてくださってる方の呟きをRTしているので、気になるのであればそちらも合わせて確認するのがよいと思います。",0,0,1268048113857523713,Noah_ruto_Cosky,赤狼イブキ,"初モンハンはライズ/癖の強いネタ定型文好き/sky星を紡ぐ子どもたちリズム生まれ/中の人は♀/無言フォロー失礼します/
You Tubeのゲーム実況チャンネル『しゅうまつのリーマン。のYOSHI』さんこと(@GMT_yoshi)さんの配信にて、モデレーターをさせていただいています。",121,107,2020-06-03_14:14:18,False,http://pbs.twimg.com/profile_images/1515121369230446596/aAmHPn7t_normal.jpg,,
1621369144930349058,2023-02-03_13:45:02,RT @fleurs_confite: どんなメイクにも合うしナチュラルなのにいつもより顔面偏差値が上がる神リップ見つけた…！RIMMELの新作リップなんだけどこのふわふわのマシュマロ感ともちっとした唇になれる濃厚発色。回し者かと思われるくらいRIMMEL激推ししてるけど回し者…,0,76,1463017384055214080,a_h___00,와,04🐯🍓,175,8,2021-11-23_14:31:54,False,http://pbs.twimg.com/profile_images/1479872163067068416/rQTmM1f__normal.jpg,,
1621369142476673025,2023-02-03_13:45:01,"マシュマロは特に問題ないと聞いて連携してたけど、なんかマズいと言う噂(あくまで噂)なので連携を切った。
どうせ質問来ないし、いっか。",0,0,71761268,twmako,MaKO,谷山浩子、川澄綾子、着ぐるみ、カラオケ、オリックスバファローズ、琴奨菊(秀ノ山)、キズナアイ、初音ミク、アニメ、声優、ゲーム、献血、グロムetc...の単語にヒットされるカタはお友達になれるかも知れません(^_^)。ちなみにmixiへの出現率が高いです。プロフィール画像は黄色のガワに換装したドリームキャスト。,260,321,2009-09-05_17:50:54,False,http://pbs.twimg.com/profile_images/414058612386848770/OMEDu8Di_normal.jpeg,http://abs.twimg.com/images/themes/theme10/bg.gif,https://t.co/u4mQEIXUCv
1621369139339345923,2023-02-03_13:45:01,たしかにマシュマロ使ってた人かな？,0,0,874792346432315392,cd_flower_love,朱鸞(ｼｭﾗﾝ)@2月10陸,朱鸞(しゅらん)です 一応D垢(最近雑多) 基本雑食な社会人 3🐿 ギデフェロ スジパラ☆NikonD5600 ☆木or金イン ☆ミートは仲良くなってから ☆日常的な事も呟きます ☆最近第五人格と🍓👑(🐱🐰)と🍀とドズル社(🍌)にハマってます。,179,66,2017-06-14_09:55:23,False,http://pbs.twimg.com/profile_images/1474264131541020674/gJP2c8U8_normal.jpg,,
1621369132917878784,2023-02-03_13:44:59,"思ってた以上にマシュマロの自動ツイートされててビビる

こりゃ凍結されるわ",0,0,1336949388711608322,atsuta_gobat,黄金バットからあげ,緋翼のクロスピースの茜音カンナのパパになりたい、774inc推し。ガチ恋と言っていいのかアイコンは@ shirochimakiさん,431,225,2020-12-10_17:22:42,False,http://pbs.twimg.com/profile_images/1594134020946034688/wqQOLcgp_normal.jpg,,
1621369127217799173,2023-02-03_13:44:58,"@sujinekari0509 異議申し立てちゃんとしてるかな～
マシュマロとかなら直ぐ解除されると思うっていってる人いた",0,0,1383749934072008713,oterist,OTERIST,生きはしてます,27,18,2021-04-18_20:52:05,False,http://pbs.twimg.com/profile_images/1449639815465476102/dmco2XXI_normal.jpg,,
1621369126815150080,2023-02-03_13:44:58,RT @ito_yusaku: 「複数のアカウントからほぼ同じ内容のツイートをする」はマシュマロの自動投稿ががまさにそれなのよね。スパムと見分けのつかない行為はやめようという話でいいのかな。,0,81,182204659,morocapriccio,もろ,成人済腐女子。いろいろ基本垂れ流しなので苦手な方はご注意ください。最近は明日方舟ブロ博中心ですが基本よろず。勇者刑たすけて…TRPGは冒企系。ますまろ→ https://t.co/17TiDF42xc,475,260,2010-08-24_11:13:22,False,http://pbs.twimg.com/profile_images/848311558002270208/SQsljLaY_normal.jpg,http://abs.twimg.com/images/themes/theme19/bg.gif,https://t.co/iq9W6vmFY1
1621369126236352512,2023-02-03_13:44:57,RT @140sscard: 詳細不明ですが、マシュマロ募集の自動メッセージを設定していた方の多くが現在アカウント凍結に遭っているようです。マシュマロ公式アカウントも凍結中です。同様の機能をお使いの方はオフにしておくことをおすすめします。Twitterの凍結解除申請フォームはこ…,0,11159,1327037437,chocolatetracks,りり,二次元好きな社会人／幻想水滸伝Ⅰ・Ⅱリマスター待機／FGO、とうらぶ、無期迷途、まおりゅう、ポケモン、アイギス、モン娘TD／TRPG沼民／怪談愛／ZAKKさんの頭の中覗きたい病／今期視聴：エジプト神２、転生王女、異世界放浪メシ、リベンジャーズ、ストーンオーシャン、入間くん、ツンリゼ／SCP-2419,192,56,2013-04-04_23:08:37,False,http://pbs.twimg.com/profile_images/890247668882169857/_c4xTKvR_normal.jpg,http://abs.twimg.com/images/themes/theme10/bg.gif,
1621369123325493249,2023-02-03_13:44:57,マシュマロ自動投稿があかんって話、もしやと思ってとある方のアカウントを見に行ったらやはり凍結されていた…,0,0,1119944434538336257,WatariYo_,ワタリヨ,雑多オタクツイートの合間に絵とか文章を投げるかもしれない人。ヘッダーは Sijimiso(@frc0w0)さん。アトリエのソフィーと旅々のイレイナばかり描いている。タイムラインをうるさくします。 https://t.co/fxEqRJO2zv,483,801,2019-04-21_21:42:15,False,http://pbs.twimg.com/profile_images/1591958224504295425/umkC7lPt_normal.jpg,,https://t.co/GIBwxPIWyZ
1621369122948009984,2023-02-03_13:44:57,"RT @water_color_cat: 凍結祭りの流れ(自分の予想)
Twitter社がスパム垢を潰そうとする
↓
AIに凍結作業を任せる
↓
AIがマシュマロなどの自動ツイートをスパムと勘違いして誤凍結しまくる
↓
凍結された人が新しくアカウントを作るとそれが原因で永久凍結…",0,1587,153926909,y_jin_yoshida,y-jin,"呉鎮：二期は三郡をうろうろしてます。
 2014/12 提督Lv120になりました
 
 自作PCは最近パーツ変えてないなぁ",113,156,2010-06-10_07:49:46,False,http://pbs.twimg.com/profile_images/3168984942/dc0ecdd30b4333d97426b20b2fa10978_normal.jpeg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621369122755076096,2023-02-03_13:44:57,"RT @Jugem_T: ・起動しっぱなしだったOpenTweenに残ってたTLログ(1/15〜22)からマシュマロ募集自動ツイート抽出
・ひすったーから凍結された人を抽出
・上記2つのリストを照らし合わせる

さっきのツイート時からまた新たに凍結された人達のアカウントを見てみ…",0,718,93777957,ati0121,Atxi,"サブカル系からスポーツ系まで色々と。基本読み専でRT大盛りのRTer戦士。稀に急浮上。 PCゲーム/美少女ゲーム/ガンダム/サッカー/競馬/軍事/リリア・シェルベリ/
※尚、RT・いいねは必ずしも同意を示すものではありません。",993,316,2009-12-01_12:18:03,False,http://pbs.twimg.com/profile_images/1521174895107129344/do9nMRBE_normal.jpg,http://abs.twimg.com/images/themes/theme4/bg.gif,https://t.co/C0qO9LsP0u
1620991668353896448,2023-02-02_12:45:04,"RT @muni_gurume: チョコフォンデュのパンケーキは2530円
スモールサイズは1925円
2/14までの期間限定品です！

定番メニューだと焼きマシュマロのパンケーキもオススメ🥞 https://t.co/WlAzWsGmbZ",0,189,3628143073,milkey_lemon22,クソメガネ佐藤,鉄拳/オバ2/APEX/マリカ/イニD/プリコネ/愛車は青色のRX-7 FD3S6型バサーストR。現在転勤で沖縄滞在。趣味は車とゲームの人です。沖縄ではRX-8タイプS。ps:arrn_22 steam:arrn,1068,921,2015-09-21_00:21:29,False,http://pbs.twimg.com/profile_images/1605730943373045760/y5LwD9O4_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/rk1uWrgEel
1620991553258024962,2023-02-02_12:44:37,"えー…あれはですね、不適切な文字をマシュマロで受け止めているよ〜って表現なので、ない方がいいです
マシュマロは食うに限るからな、ガハハ！！！
#マシュマロを投げ合おう
https://t.co/994T2a8dOn https://t.co/Pb3cj0IZRb",25,0,1053056185224454145,perruche_vert,べる☾︎ a.k.a.妖怪霞食い,クレセント / コスして踊るインドア派🎮💻 / マロ→https://t.co/cXCI87lLpx / 質問箱→ https://t.co/vhr2Gf4cEY / Twitch→ https://t.co/yLkd7ysNsU,2126,2247,2018-10-19_07:52:14,False,http://pbs.twimg.com/profile_images/1599661374157660160/PLK6VJIJ_normal.jpg,,https://t.co/jkSKQjp38i
1620991515911917573,2023-02-02_12:44:28,"RT @OMi_Fire: タイバニ白馬コラボ行って来ました〜🙌
バディパネルと一緒に📸
本日の戦果！！スノボ型アクリルキーホルダーダブるダブる😭💦
マシュマロ缶可愛い〜💕マシュマロ5個入ってた！
🦁🌹の白馬47が1番グッズが沢山ありました〜✨ https://t.co/2oE…",0,88,387727641,toppy_dark,トッピィ,タイバニ兎虎のバニキチ（成人済）です。色んな事を呟きます。RT多め。呼びタメ・F/R/Bご自由に（一般・業者はB）こっそりフォロー有。兎獅子・獅子兎はちょっと苦手ですごめんなさい(´；ω；｀)pawooは@toppy（鍵）です。,387,315,2011-10-10_00:28:52,False,http://pbs.twimg.com/profile_images/1586473567231045632/QxJp092D_normal.png,http://abs.twimg.com/images/themes/theme1/bg.png,
1620991481556398080,2023-02-02_12:44:20,"RT @kurana_izm: 和泉儚那(いずみくらな)、社会人オタクVTuberです！

🎀総合タグ：#いずみくらな
🦋配信・動画タグ：#いず見る
🎀ファンアート：#くらなあーと
🦋ファンマーク：🎀🦋
🎀ファンネーム：くらなかま
🦋YouTube：https://t.co/q…",0,6,1612727427364712450,happyweek5x,パッピィ,,87,26,2023-01-10_17:26:19,False,http://pbs.twimg.com/profile_images/1612727750498062336/6vDurYnm_normal.png,,
1620991400652472320,2023-02-02_12:44:01,@sugisaku_ctarou (」・ω・)マシュマロって赤色のビックリマーク‼️適応されないんですね...うふふふ,1,0,1594020436169195520,HAJIMEsan1003,夢咲はじめ,O型。ＩＮＴＰのT。 幻想家。好き▶︎BL 面のいい男 めがね  苦手▶︎セミ。雑談などしたいな。最近おじさん構文にハマった。重度のBL好きです。中学2年。まだショタのうちに入るだろ。,4,2,2022-11-20_02:31:16,False,http://pbs.twimg.com/profile_images/1614623193888874499/Xbs-XDay_normal.jpg,,
1620991399113154562,2023-02-02_12:44:00,ジョンのマシュマロパーティーを手にした世界、輝いている,0,0,1114166531544371200,__tgm_3,岡ごマン,3ゐ高に良ゐﾈ🪩,108,84,2019-04-05_23:02:56,False,http://pbs.twimg.com/profile_images/1262776265515208707/8cdapJ_E_normal.jpg,,
1620991357287555072,2023-02-02_12:43:50,"RT @muni_gurume: チョコフォンデュのパンケーキは2530円
スモールサイズは1925円
2/14までの期間限定品です！

定番メニューだと焼きマシュマロのパンケーキもオススメ🥞 https://t.co/WlAzWsGmbZ",0,189,2694986581,iwhdkyk,ひだか,"外仕事で、花粉症持ち；
今は「TOR／FE風花雪月／FEH／FE聖戦の系譜／ポケGO」「ワートリ／暁のヨナ／SPY×FAMILY／AIの遺電子／ラノベコミカライズ（スローライフもの）」…に嵌まっています。
好きな音楽は、フジファブリック、B’z、倉木麻衣、小松未歩、FF、DQ、FE、ロマサガ、オウガ、真メガテン等。",526,288,2014-07-31_15:46:15,False,http://pbs.twimg.com/profile_images/1385441482274873345/3XyS8OcV_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/6UUOuhQhyo
1620991332708921344,2023-02-02_12:43:44,"RT @arainekozz: 💚可愛く動いておはよう💚

\\ 🎉誕生日だああああ🎉 //
大人の女性の魅力が増えたぜ…💄

マシュマロモグモグ＆
来てくれた人を猫化する記念配信するよー！

🗓️2/2 22:00
https://t.co/GFrZrJFQT8

🧪マシュマ…",0,33,1371107502645907457,torinokawori,鳥乃カヲリ🐤🌸イラスト100日チャレンジ中,"イラストレーター(*･ヲ･*)VTuber
鳥・歌うことが好き
Skeb▷https://t.co/gUjaRP9eK2 
FANBOX▷https://t.co/wtxS21CkLV
NFT▷https://t.co/Bz9gaVYNLG 
お仕事募集中▷https://t.co/elabvmDLjK
登録者4545人目指して活動中",716,1777,2021-03-14_23:34:51,False,http://pbs.twimg.com/profile_images/1587214491451740161/N62CF0hK_normal.jpg,,https://t.co/Ei4k8FsCN0
1620991315038326784,2023-02-02_12:43:40,え、DM送ったら……凍結……？こわ、何質問箱とかマシュマロ置けばいい？私には直リプしてくれていいんだけど凍結してないよーせきんという裏アカ,0,0,810130425867685888,sekin_cos,瀬琴(せきん)@イラスト作成中,"Identityとツイステとフーファン、あんスタ、SKY、FGO、原神を巡ってます。小道具作り大好き、コス写真は重加工。カメラマンもやったりしてる、気軽にどうぞ。アイコンは写真家｢伯爵｣。「せきん」で構いません。猫と鯰と雀と鳩は家族。

合成加工の依頼など気軽にどうぞー

#ヒビセキphoto 旦那@hibiya3rd",96,73,2016-12-17_23:31:59,False,http://pbs.twimg.com/profile_images/1406590337670209541/YWBjnHz0_normal.jpg,,
1620991286936473600,2023-02-02_12:43:34,"RT @miracle_zukky: 格ゲーとか音ゲーしたりイラスト描いたりとかしてるVtuberもどきのズッキーニちゃんです。よろしくお願いします。
・Youtube 
【https://t.co/dbDGBjmhIE】

・pixiv
【https://t.co/5UZ8Z…",0,3,142160572,htr286,彩瀬ほたる,"健康になりたい。
アイコンはヴァニラさん（@Vanila_Ice_Ice）からお借りしてます",1021,529,2010-05-10_13:05:27,False,http://pbs.twimg.com/profile_images/1424283341864329217/_EQRsY6p_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1620991280540180487,2023-02-02_12:43:32,"RT @daitoppie: \待ちに待ったこの季節🍫♡/
バレンタイン #キャンペーン 

🐧オリジナル！チョコマシュマロ6個
☕食物繊維たっぷり！きよまろ茶30包入り
セットで10名様に🎁

応募： @daitoppie をフォロー＆このツイートをRT
〆：2023年2月7…",0,2022,1600017255643086848,miki2025miki,miki2025miki,,4270,239,2022-12-06_15:40:19,False,http://pbs.twimg.com/profile_images/1600322882093350912/DRDq8pcT_normal.jpg,,
